"opportunity_id","sales_agent","product","account","deal_stage","engage_date","close_date","close_value","engage_status","close_status","quarter","sector","year_established","revenue","employees","office_location","subsidiary_of","series","sales_price","manager","regional_office"
"DFG6OP8T","Daniell Hammack","GTX Plus Pro","Massive Dynamic","Lost","2017-07-06","2017-07-18","0","Engaged","Closed","Q3","entertainment",1989,"665.06",1095,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"PGYBGBU3","Daniell Hammack","GTX Pro","Yearin","Won","2017-05-21","2017-09-11","4491","Engaged","Closed","Q3","retail",2005,"2261.05",3851,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"QX4VN0WB","Daniell Hammack","GTX Basic","Mathtouch","Won","2017-05-19","2017-09-01","592","Engaged","Closed","Q3","marketing",1984,"3027.46",9516,"Jordan",NULL,"GTX","550","Rocco Neubert","East"
"HBMOSBAK","Daniell Hammack","GTX Pro","Massive Dynamic","Lost","2017-06-28","2017-08-14","0","Engaged","Closed","Q3","entertainment",1989,"665.06",1095,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"10QXTLQX","Daniell Hammack","GTX Pro","Acme Corporation","Won","2017-05-15","2017-06-25","5857","Engaged","Closed","Q2","technology",1996,"1100.04",2822,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"8H1VRXAK","Daniell Hammack","GTX Basic","Umbrella Corporation","Won","2017-05-15","2017-09-15","536","Engaged","Closed","Q3","finance",1998,"2022.14",5113,"United States",NULL,"GTX","550","Rocco Neubert","East"
"KJHM27ZM","Daniell Hammack","GTX Plus Pro","Labdrill","Engaging","2017-05-15",NULL,NULL,"Engaged","Open",NULL,"medical",1985,"2741.37",9226,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"0H4AHJRI","Daniell Hammack","GTX Basic","Bubba Gump","Lost","2017-05-14","2017-06-01","0","Engaged","Closed","Q2","software",2002,"987.39",2253,"United States",NULL,"GTX","550","Rocco Neubert","East"
"Q9GJ1LJT","Daniell Hammack","MG Advanced","Plussunin","Lost","2017-05-10","2017-09-03","0","Engaged","Closed","Q3","retail",2003,"1419.98",4018,"United States",NULL,"MG","3393","Rocco Neubert","East"
"XOE5EU8U","Daniell Hammack","GTX Plus Basic","Opentech","Lost","2017-05-09","2017-08-17","0","Engaged","Closed","Q3","finance",1994,"355.23",853,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"J6T6BTJI","Daniell Hammack","MG Advanced","Bluth Company","Won","2017-05-08","2017-08-01","3282","Engaged","Closed","Q3","technology",1993,"1242.32",3027,"United States","Acme Corporation","MG","3393","Rocco Neubert","East"
"C2W2VHJY","Daniell Hammack","GTX Pro","Vehement Capital Partners","Lost","2017-05-04","2017-08-04","0","Engaged","Closed","Q3","finance",1993,"646.1",883,"United States","Golddex","GTX","4821","Rocco Neubert","East"
"9SZTURAF","Daniell Hammack","GTX Plus Basic","Initech","Won","2017-06-11","2017-08-17","892","Engaged","Closed","Q3","telecommunications",1994,"6395.05",20275,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"WWTJ5PNC","Daniell Hammack","MG Special","Bubba Gump","Won","2017-04-29","2017-05-04","60","Engaged","Closed","Q2","software",2002,"987.39",2253,"United States",NULL,"MG","55","Rocco Neubert","East"
"XZF4GG94","Daniell Hammack","GTX Plus Basic","Donquadtech","Lost","2017-04-28","2017-04-30","0","Engaged","Closed","Q2","technology",1992,"1712.68",3194,"United States","Acme Corporation","GTX","1096","Rocco Neubert","East"
"UXNB9OIB","Daniell Hammack","GTX Pro","Konex","Won","2017-04-27","2017-04-28","5676","Engaged","Closed","Q2","technology",1980,"7708.38",13756,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"08EX3XKE","Daniell Hammack","MG Special","The New York Inquirer","Won","2017-04-25","2017-05-01","51","Engaged","Closed","Q2","medical",1996,"439.21",792,"United States",NULL,"MG","55","Rocco Neubert","East"
"BTLXFPUB","Daniell Hammack","GTX Plus Pro","Zathunicon","Won","2017-04-21","2017-06-12","5343","Engaged","Closed","Q2","retail",2010,"71.12",144,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"I6O855AE","Daniell Hammack","GTX Plus Basic","Acme Corporation","Won","2017-04-19","2017-05-22","1282","Engaged","Closed","Q2","technology",1996,"1100.04",2822,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"P5MLWDXX","Daniell Hammack","MG Advanced","Vehement Capital Partners","Won","2017-04-17","2017-06-19","3641","Engaged","Closed","Q2","finance",1993,"646.1",883,"United States","Golddex","MG","3393","Rocco Neubert","East"
"JE5085VJ","Daniell Hammack","GTX Plus Pro","Mathtouch","Won","2017-04-17","2017-06-27","5076","Engaged","Closed","Q2","marketing",1984,"3027.46",9516,"Jordan",NULL,"GTX","5482","Rocco Neubert","East"
"BPCWRG9P","Daniell Hammack","GTX Plus Basic","Plussunin","Won","2017-04-17","2017-04-20","1310","Engaged","Closed","Q2","retail",2003,"1419.98",4018,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"3Y26MZHI","Daniell Hammack","GTX Pro","Donquadtech","Won","2017-04-16","2017-04-17","5104","Engaged","Closed","Q2","technology",1992,"1712.68",3194,"United States","Acme Corporation","GTX","4821","Rocco Neubert","East"
"FCNYDFK3","Daniell Hammack","GTX Plus Basic","Bubba Gump","Won","2017-04-16","2017-06-06","1192","Engaged","Closed","Q2","software",2002,"987.39",2253,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"RZRRMWTH","Daniell Hammack","MG Advanced","The New York Inquirer","Lost","2017-04-14","2017-04-20","0","Engaged","Closed","Q2","medical",1996,"439.21",792,"United States",NULL,"MG","3393","Rocco Neubert","East"
"24LP4J8U","Daniell Hammack","GTX Pro","Kan-Code","Lost","2017-04-13","2017-05-13","0","Engaged","Closed","Q2","software",1982,"11698.03",34288,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"V9YR14KW","Daniell Hammack","GTX Basic","Plussunin","Lost","2017-04-13","2017-04-20","0","Engaged","Closed","Q2","retail",2003,"1419.98",4018,"United States",NULL,"GTX","550","Rocco Neubert","East"
"O4LNS6IC","Daniell Hammack","MG Special","Ontomedia","Won","2017-04-11","2017-04-13","52","Engaged","Closed","Q2","employment",1997,"882.12",2769,"United States",NULL,"MG","55","Rocco Neubert","East"
"2HU581DM","Daniell Hammack","GTX Pro","Xx-Zobam","Won","2017-04-10","2017-04-11","5000","Engaged","Closed","Q2","entertainment",1989,"3838.39",8274,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"T1I8GE75","Daniell Hammack","GTX Pro","Ganjaflex","Won","2017-04-10","2017-06-28","5039","Engaged","Closed","Q2","retail",1995,"5158.71",17479,"Japan",NULL,"GTX","4821","Rocco Neubert","East"
"04LU4OPA","Daniell Hammack","GTX Plus Pro","Acme Corporation","Won","2017-04-10","2017-06-11","5721","Engaged","Closed","Q2","technology",1996,"1100.04",2822,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"XUQ7RS1Q","Daniell Hammack","GTX Pro","Betasoloin","Lost","2017-04-09","2017-05-30","0","Engaged","Closed","Q2","medical",1999,"251.41",495,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"FM505XD5","Daniell Hammack","GTX Plus Pro","Y-Corporation","Engaging","2017-04-08",NULL,NULL,"Engaged","Open",NULL,"employment",1983,"2871.35",9561,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"JXBUN5MY","Daniell Hammack","MG Advanced","Kan-Code","Lost","2017-04-07","2017-04-15","0","Engaged","Closed","Q2","software",1982,"11698.03",34288,"United States",NULL,"MG","3393","Rocco Neubert","East"
"FI5OA7O6","Daniell Hammack","GTX Pro","Bioplex","Won","2017-04-23","2017-04-25","5149","Engaged","Closed","Q2","medical",1991,"326.82",1016,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"TNUCQKW6","Daniell Hammack","GTX Pro","Massive Dynamic","Lost","2017-04-01","2017-04-03","0","Engaged","Closed","Q2","entertainment",1989,"665.06",1095,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"KKRJ6TBY","Daniell Hammack","GTX Pro","Scotfind","Engaging","2017-04-01",NULL,NULL,"Engaged","Open",NULL,"software",1996,"6354.87",16780,"United States","Bubba Gump","GTX","4821","Rocco Neubert","East"
"AWVSWBQV","Daniell Hammack","GTX Basic","Ontomedia","Lost","2017-04-20","2017-04-22","0","Engaged","Closed","Q2","employment",1997,"882.12",2769,"United States",NULL,"GTX","550","Rocco Neubert","East"
"OFQCCQ6I","Daniell Hammack","GTX Plus Pro","Xx-Zobam","Won","2017-03-30","2017-06-23","6920","Engaged","Closed","Q2","entertainment",1989,"3838.39",8274,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"PMQ4M2UX","Daniell Hammack","GTX Pro","Ganjaflex","Lost","2017-03-30","2017-04-07","0","Engaged","Closed","Q2","retail",1995,"5158.71",17479,"Japan",NULL,"GTX","4821","Rocco Neubert","East"
"DLZYL69K","Daniell Hammack","GTX Plus Pro","Gekko & Co","Won","2017-03-29","2017-06-02","5304","Engaged","Closed","Q2","retail",1990,"2520.83",3502,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"4G10PCOZ","Daniell Hammack","GTX Plus Basic","Initech","Lost","2017-03-29","2017-04-02","0","Engaged","Closed","Q2","telecommunications",1994,"6395.05",20275,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"CJOU1RYX","Daniell Hammack","GTX Plus Pro","Betasoloin","Won","2017-03-27","2017-06-09","5182","Engaged","Closed","Q2","medical",1999,"251.41",495,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"M72CT8RN","Daniell Hammack","GTX Plus Pro","Donware","Won","2017-03-26","2017-04-05","6024","Engaged","Closed","Q2","marketing",1999,"1197.44",2570,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"DUHS8KVY","Daniell Hammack","GTX Plus Basic","The New York Inquirer","Won","2017-03-26","2017-04-05","971","Engaged","Closed","Q2","medical",1996,"439.21",792,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"65B8HSTW","Daniell Hammack","GTX Pro","Gekko & Co","Won","2017-03-24","2017-04-02","4986","Engaged","Closed","Q2","retail",1990,"2520.83",3502,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"VJ1EK4A3","Daniell Hammack","GTX Basic","Vehement Capital Partners","Won","2017-03-24","2017-04-02","540","Engaged","Closed","Q2","finance",1993,"646.1",883,"United States","Golddex","GTX","550","Rocco Neubert","East"
"GGPSSI5Q","Daniell Hammack","MG Advanced","Ganjaflex","Won","2017-03-20","2017-06-02","3780","Engaged","Closed","Q2","retail",1995,"5158.71",17479,"Japan",NULL,"MG","3393","Rocco Neubert","East"
"RZZ9K7UN","Daniell Hammack","GTX Plus Pro","Zencorporation","Won","2017-03-16","2017-06-29","5407","Engaged","Closed","Q2","technology",2011,"40.79",142,"China",NULL,"GTX","5482","Rocco Neubert","East"
"8VG88HMH","Daniell Hammack","GTX Pro","Konex","Won","2017-03-10","2017-06-28","4762","Engaged","Closed","Q2","technology",1980,"7708.38",13756,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"26CH1NDR","Daniell Hammack","GTX Basic","Mathtouch","Engaging","2017-03-09",NULL,NULL,"Engaged","Open",NULL,"marketing",1984,"3027.46",9516,"Jordan",NULL,"GTX","550","Rocco Neubert","East"
"0FIG6ZP2","Daniell Hammack","GTX Plus Basic","Massive Dynamic","Won","2017-03-08","2017-06-27","1142","Engaged","Closed","Q2","entertainment",1989,"665.06",1095,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"7PDUWDGT","Daniell Hammack","MG Advanced","Condax","Won","2017-03-05","2017-03-14","3759","Engaged","Closed","Q1","medical",2017,"4.54",9,"United States",NULL,"MG","3393","Rocco Neubert","East"
"UAX3F7D4","Daniell Hammack","GTX Plus Pro","Opentech","Won","2017-03-05","2017-03-21","6024","Engaged","Closed","Q1","finance",1994,"355.23",853,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"OJVA8ZEK","Daniell Hammack","GTX Plus Basic","Acme Corporation","Won","2017-03-05","2017-06-08","966","Engaged","Closed","Q2","technology",1996,"1100.04",2822,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"POB32WHJ","Daniell Hammack","GTX Plus Basic","Acme Corporation","Lost","2017-03-04","2017-05-06","0","Engaged","Closed","Q2","technology",1996,"1100.04",2822,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"L69Q015M","Daniell Hammack","GTX Pro","Zotware","Won","2017-03-25","2017-05-19","4555","Engaged","Closed","Q2","software",1979,"4478.47",13809,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"CUAYGT78","Daniell Hammack","MG Advanced","Zotware","Lost","2017-03-21","2017-06-26","0","Engaged","Closed","Q2","software",1979,"4478.47",13809,"United States",NULL,"MG","3393","Rocco Neubert","East"
"M3WTE943","Daniell Hammack","GTX Pro","Donquadtech","Won","2017-02-28","2017-06-05","5105","Engaged","Closed","Q2","technology",1992,"1712.68",3194,"United States","Acme Corporation","GTX","4821","Rocco Neubert","East"
"25FUROM1","Daniell Hammack","GTX Plus Basic","Y-Corporation","Engaging","2017-02-27",NULL,NULL,"Engaged","Open",NULL,"employment",1983,"2871.35",9561,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"YQ24IWRQ","Daniell Hammack","GTX Basic","Ganjaflex","Won","2017-02-26","2017-05-27","592","Engaged","Closed","Q2","retail",1995,"5158.71",17479,"Japan",NULL,"GTX","550","Rocco Neubert","East"
"GH6U8WWN","Daniell Hammack","GTX Basic","Massive Dynamic","Won","2017-03-14","2017-03-19","425","Engaged","Closed","Q1","entertainment",1989,"665.06",1095,"United States",NULL,"GTX","550","Rocco Neubert","East"
"GSR9PIF0","Daniell Hammack","MG Advanced","Silis","Won","2017-02-23","2017-05-22","3509","Engaged","Closed","Q2","medical",1994,"2818.38",6290,"United States",NULL,"MG","3393","Rocco Neubert","East"
"R4LH95QS","Daniell Hammack","GTX Pro","Mathtouch","Won","2017-02-22","2017-03-03","4475","Engaged","Closed","Q1","marketing",1984,"3027.46",9516,"Jordan",NULL,"GTX","4821","Rocco Neubert","East"
"5EKN0BFN","Daniell Hammack","GTX Plus Pro","Zathunicon","Won","2017-02-22","2017-05-15","4848","Engaged","Closed","Q2","retail",2010,"71.12",144,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"VMEVOJVL","Daniell Hammack","GTX Plus Pro","Sumace","Lost","2017-02-22","2017-05-17","0","Engaged","Closed","Q2","retail",2000,"167.89",493,"Romania",NULL,"GTX","5482","Rocco Neubert","East"
"B4SIVH1O","Daniell Hammack","GTX Basic","Fasehatice","Engaging","2017-02-22",NULL,NULL,"Engaged","Open",NULL,"retail",1990,"4968.91",7523,"United States",NULL,"GTX","550","Rocco Neubert","East"
"5HMZH1Z9","Daniell Hammack","GTX Pro","Sumace","Lost","2017-03-03","2017-06-11","0","Engaged","Closed","Q2","retail",2000,"167.89",493,"Romania",NULL,"GTX","4821","Rocco Neubert","East"
"2TKQ8B78","Daniell Hammack","GTX Plus Pro","Ontomedia","Won","2017-02-13","2017-05-21","5751","Engaged","Closed","Q2","employment",1997,"882.12",2769,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"73SY9EU8","Daniell Hammack","GTX Pro","Mathtouch","Won","2017-02-12","2017-05-31","4664","Engaged","Closed","Q2","marketing",1984,"3027.46",9516,"Jordan",NULL,"GTX","4821","Rocco Neubert","East"
"GKLE0CDI","Daniell Hammack","MG Advanced","Yearin","Won","2017-02-09","2017-03-02","3249","Engaged","Closed","Q1","retail",2005,"2261.05",3851,"United States",NULL,"MG","3393","Rocco Neubert","East"
"DHACLHPS","Daniell Hammack","GTX Basic","Bioplex","Lost","2017-02-09","2017-05-22","0","Engaged","Closed","Q2","medical",1991,"326.82",1016,"United States",NULL,"GTX","550","Rocco Neubert","East"
"AZUBCO7L","Daniell Hammack","MG Advanced","Condax","Lost","2017-02-07","2017-05-06","0","Engaged","Closed","Q2","medical",2017,"4.54",9,"United States",NULL,"MG","3393","Rocco Neubert","East"
"HT25XIAV","Daniell Hammack","GTX Plus Basic","Silis","Lost","2017-02-04","2017-05-18","0","Engaged","Closed","Q2","medical",1994,"2818.38",6290,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"HVODWXRO","Daniell Hammack","MG Special","Ganjaflex","Lost","2017-02-03","2017-05-01","0","Engaged","Closed","Q2","retail",1995,"5158.71",17479,"Japan",NULL,"MG","55","Rocco Neubert","East"
"XYLNH45V","Daniell Hammack","GTX Plus Basic","Zathunicon","Engaging","2017-01-31",NULL,NULL,"Engaged","Open",NULL,"retail",2010,"71.12",144,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"NN6CSUWT","Daniell Hammack","GTX Plus Basic","Zathunicon","Won","2017-01-25","2017-03-21","1065","Engaged","Closed","Q1","retail",2010,"71.12",144,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"CF1CSNPX","Daniell Hammack","GTX Pro","Kan-Code","Won","2017-01-24","2017-03-31","5140","Engaged","Closed","Q1","software",1982,"11698.03",34288,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"FUVQ5UKB","Daniell Hammack","MG Advanced","Konex","Won","2017-01-20","2017-05-20","3194","Engaged","Closed","Q2","technology",1980,"7708.38",13756,"United States",NULL,"MG","3393","Rocco Neubert","East"
"JRJ7DBW5","Daniell Hammack","MG Advanced","Plussunin","Lost","2017-01-17","2017-03-19","0","Engaged","Closed","Q1","retail",2003,"1419.98",4018,"United States",NULL,"MG","3393","Rocco Neubert","East"
"WNXZ1FGS","Daniell Hammack","GTX Plus Basic","Bubba Gump","Lost","2017-01-16","2017-03-28","0","Engaged","Closed","Q1","software",2002,"987.39",2253,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"NF6GCTMV","Daniell Hammack","MG Advanced","Ganjaflex","Lost","2017-01-03","2017-03-22","0","Engaged","Closed","Q1","retail",1995,"5158.71",17479,"Japan",NULL,"MG","3393","Rocco Neubert","East"
"IE7VQ5BA","Daniell Hammack","GTX Plus Basic","Finhigh","Engaging","2016-12-23",NULL,NULL,"Engaged","Open",NULL,"finance",2006,"1102.43",1759,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"5QD53WHF","Daniell Hammack","GTX Plus Basic","Donquadtech","Won","2016-12-21","2017-03-07","1020","Engaged","Closed","Q1","technology",1992,"1712.68",3194,"United States","Acme Corporation","GTX","1096","Rocco Neubert","East"
"RJYG004O","Daniell Hammack","GTX Basic","Domzoom","Engaging","2016-12-16",NULL,NULL,"Engaged","Open",NULL,"entertainment",1998,"217.87",551,"United States",NULL,"GTX","550","Rocco Neubert","East"
"TODG6DEK","Daniell Hammack","GTX Basic","Bioplex","Won","2016-12-15","2017-03-16","639","Engaged","Closed","Q1","medical",1991,"326.82",1016,"United States",NULL,"GTX","550","Rocco Neubert","East"
"DTZPYISJ","Daniell Hammack","GTX Plus Basic","Opentech","Won","2017-01-01","2017-03-19","1116","Engaged","Closed","Q1","finance",1994,"355.23",853,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"ICMXZOVL","Daniell Hammack","GTX Pro","Stanredtax","Engaging","2016-12-08",NULL,NULL,"Engaged","Open",NULL,"finance",1987,"1698.2",3798,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"1YSOZLHF","Daniell Hammack","GTX Pro","Umbrella Corporation","Won","2016-12-07","2017-03-28","4799","Engaged","Closed","Q1","finance",1998,"2022.14",5113,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"DSBGHOPN","Daniell Hammack","MG Special","Plussunin","Lost","2016-12-07","2017-03-20","0","Engaged","Closed","Q1","retail",2003,"1419.98",4018,"United States",NULL,"MG","55","Rocco Neubert","East"
"902REDPA","Daniell Hammack","GTX Pro","Xx-Zobam","Lost","2016-11-07","2017-03-09","0","Engaged","Closed","Q1","entertainment",1989,"3838.39",8274,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"579LZ3F9","Daniell Hammack","GTX Plus Basic","J-Texon","Engaging","2016-11-24",NULL,NULL,"Engaged","Open",NULL,"retail",1989,"1388.67",3583,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"L9AZZGNK","Daniell Hammack","GTX Basic","Gekko & Co","Lost","2017-08-01","2017-08-14","0","Engaged","Closed","Q3","retail",1990,"2520.83",3502,"United States",NULL,"GTX","550","Rocco Neubert","East"
"9Q2SYGPP","Daniell Hammack","GTX Plus Basic","Bluth Company","Won","2017-07-30","2017-08-10","1097","Engaged","Closed","Q3","technology",1993,"1242.32",3027,"United States","Acme Corporation","GTX","1096","Rocco Neubert","East"
"TFL3C3JS","Cassey Cress","GTX Plus Pro","Initech","Won","2017-07-26","2017-09-27","5228","Engaged","Closed","Q3","telecommunications",1994,"6395.05",20275,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"NLWICKPS","Cassey Cress","GTX Plus Basic","Umbrella Corporation","Lost","2017-07-28","2017-11-07","0","Engaged","Closed","Q4","finance",1998,"2022.14",5113,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"610D6711","Cassey Cress","MG Advanced","Silis","Won","2017-07-22","2017-11-23","2986","Engaged","Closed","Q4","medical",1994,"2818.38",6290,"United States",NULL,"MG","3393","Rocco Neubert","East"
"6U7RD3TG","Cassey Cress","MG Advanced","Initech","Won","2017-07-22","2017-07-23","3684","Engaged","Closed","Q3","telecommunications",1994,"6395.05",20275,"United States",NULL,"MG","3393","Rocco Neubert","East"
"DNIX6FCG","Cassey Cress","MG Special","Gekko & Co","Lost","2017-07-22","2017-07-27","0","Engaged","Closed","Q3","retail",1990,"2520.83",3502,"United States",NULL,"MG","55","Rocco Neubert","East"
"YQACOZV4","Cassey Cress","GTX Plus Basic","Xx-Zobam","Lost","2017-07-22","2017-09-12","0","Engaged","Closed","Q3","entertainment",1989,"3838.39",8274,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"0WVCRCOU","Cassey Cress","GTX Pro","Xx-Zobam","Lost","2017-03-31","2017-04-01","0","Engaged","Closed","Q2","entertainment",1989,"3838.39",8274,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"RDHTQLNI","Cassey Cress","GTX Plus Pro","Missing_Account","Engaging","2017-12-21",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Rocco Neubert","East"
"J962I0KG","Cassey Cress","GTX Plus Basic","Missing_Account","Engaging","2017-11-20",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Rocco Neubert","East"
"IBB0VGUN","Cassey Cress","MG Special","Missing_Account","Engaging","2017-11-05",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Rocco Neubert","East"
"R6Q5JOLX","Cassey Cress","GTX Plus Pro","Missing_Account","Engaging","2017-09-16",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Rocco Neubert","East"
"5X3TSUA9","Cassey Cress","GTX Plus Basic","Missing_Account","Engaging","2017-09-13",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Rocco Neubert","East"
"8V5OCDHN","Cassey Cress","GTX Basic","Missing_Account","Engaging","2017-09-12",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Rocco Neubert","East"
"X6NSKI7H","Cassey Cress","GTX Basic","Missing_Account","Engaging","2017-09-06",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Rocco Neubert","East"
"LOQ46F0T","Cassey Cress","GTX Basic","Missing_Account","Engaging","2017-09-03",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Rocco Neubert","East"
"R65LGLJ0","Cassey Cress","MG Special","Missing_Account","Engaging","2017-08-30",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Rocco Neubert","East"
"UIOJX7O0","Cassey Cress","GTX Pro","Missing_Account","Engaging","2017-08-24",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Rocco Neubert","East"
"5P4O1IU6","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-08-22",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"KR22DD8M","Cassey Cress","GTX Basic","Missing_Account","Engaging","2017-08-17",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Rocco Neubert","East"
"ICR59VIJ","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-08-15",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"LBO52V0N","Cassey Cress","GTX Pro","Missing_Account","Engaging","2017-08-14",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Rocco Neubert","East"
"6KEWAQMX","Cassey Cress","GTX Pro","Missing_Account","Engaging","2017-08-12",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Rocco Neubert","East"
"S931EBRN","Cassey Cress","GTX Basic","Missing_Account","Engaging","2017-08-09",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Rocco Neubert","East"
"6TGCOE5O","Cassey Cress","GTX Plus Pro","Missing_Account","Engaging","2017-08-03",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Rocco Neubert","East"
"A2YIYWNW","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-08-01",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"P9EJ68SM","Cassey Cress","GTX Plus Basic","Missing_Account","Engaging","2017-07-30",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Rocco Neubert","East"
"11LIZUQE","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-07-24",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"9Q7NSPTF","Cassey Cress","GTX Plus Pro","Missing_Account","Engaging","2017-07-23",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Rocco Neubert","East"
"O8C2G4G2","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-07-17",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"0T9KUEQ2","Cassey Cress","GTX Plus Pro","Missing_Account","Engaging","2017-07-11",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Rocco Neubert","East"
"NK1B8YME","Cassey Cress","GTX Plus Pro","Missing_Account","Engaging","2017-07-09",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Rocco Neubert","East"
"AWORM94L","Cassey Cress","GTX Basic","Missing_Account","Engaging","2017-07-05",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Rocco Neubert","East"
"QU6CFZ22","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-06-23",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
